CustomerID,first_purchase,last_purchase,frequency,items_count,monetary,product_diversity,returned_orders,returned_items,return_rate,recency,tenure_days,aov,avg_days_between_orders,cluster_id,pca_x,pca_y,churn_risk_score,projected_clv_6m,projected_clv_12m,segment_persona,recommended_action
17266,2011-07-15 11:57:00,2011-12-07 14:12:00,3,153,296.58,60,0.0,0.0,0.0,2,148,98.86,73.0,0,0.4052,-0.3482,9.2,86.34,166.03,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
17267,2011-08-04 17:19:00,2011-08-04 17:22:00,2,158,317.2,37,0.0,0.0,0.0,127,127,158.6,0.0,1,-0.2012,0.0448,88.2,13.98,26.89,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
17268,2011-04-08 13:20:00,2011-08-24 10:06:00,4,844,763.64,3,0.0,0.0,0.0,108,245,190.91,45.7,3,-0.0539,0.1762,68.3,46.88,90.16,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
17272,2011-03-22 12:05:00,2011-10-28 16:37:00,4,1778,2148.63,70,1.0,2.0,20.0,42,263,537.16,73.7,3,0.117,0.1076,24.1,294.23,565.83,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
17274,2011-11-04 13:16:00,2011-11-04 13:16:00,1,77,107.82,24,0.0,0.0,0.0,35,35,107.82,35.0,2,-0.1239,-0.2444,29.0,39.81,76.55,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
17277,2011-01-21 12:37:00,2011-04-26 12:47:00,2,430,1065.35,67,0.0,0.0,0.0,228,323,532.68,95.0,1,-0.2481,0.1666,84.8,23.79,45.75,At-Risk High Spenders,"High-priority win-back promotion, dedicated account check-in, special survey."
17278,2011-04-12 13:10:00,2011-04-12 13:10:00,1,179,246.04,15,0.0,0.0,0.0,241,241,246.04,241.0,1,-0.379,0.0209,61.3,18.75,36.05,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
17279,2011-10-13 11:58:00,2011-10-13 11:58:00,1,48,187.83,8,0.0,0.0,0.0,58,58,187.83,58.0,2,-0.1791,-0.1612,34.1,64.37,123.78,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
17282,2011-02-13 11:36:00,2011-08-01 14:29:00,3,1866,1685.46,79,0.0,0.0,0.0,130,300,561.82,85.0,3,-0.0971,0.1825,59.4,108.23,208.14,At-Risk High Spenders,"High-priority win-back promotion, dedicated account check-in, special survey."
17284,2011-01-07 14:31:00,2011-10-10 14:38:00,6,1362,1647.48,229,1.0,2.0,14.29,60,336,274.58,55.2,3,0.1194,0.2135,36.0,148.9,286.35,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
17286,2011-11-18 12:47:00,2011-11-18 12:47:00,1,117,151.37,44,0.0,0.0,0.0,22,22,151.37,22.0,2,-0.0467,-0.2843,26.1,58.17,111.86,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
17287,2010-12-02 12:22:00,2011-11-13 13:27:00,7,556,1049.06,88,0.0,0.0,0.0,26,373,149.87,57.8,3,0.2502,0.1254,19.0,108.1,207.88,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
17288,2010-12-16 13:33:00,2011-11-30 16:09:00,7,1201,1417.63,118,0.0,0.0,0.0,9,358,202.52,58.2,0,0.4068,0.018,12.0,165.35,317.98,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
17289,2011-06-12 13:51:00,2011-11-08 12:01:00,3,513,931.02,86,1.0,1.0,25.0,32,180,310.34,74.0,3,0.0876,-0.0095,20.2,195.85,376.64,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
17290,2011-11-23 15:53:00,2011-12-06 12:38:00,2,397,513.01,92,0.0,0.0,0.0,4,16,256.5,12.0,2,0.2937,-0.3271,12.2,234.22,450.41,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
17291,2011-02-04 13:04:00,2011-02-04 13:04:00,1,72,550.8,1,0.0,0.0,0.0,308,308,550.8,308.0,1,-0.3892,0.0847,61.3,32.84,63.15,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
17293,2010-12-13 14:55:00,2011-12-01 14:37:00,9,1135,1854.06,93,0.0,0.0,0.0,8,361,206.01,44.1,0,0.4726,0.0663,12.0,214.46,412.42,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
17295,2011-10-06 12:22:00,2011-11-11 10:49:00,3,293,547.0,53,0.0,0.0,0.0,29,65,182.33,18.0,2,0.0845,-0.0436,38.4,175.21,336.95,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
17297,2011-11-22 14:43:00,2011-11-22 14:43:00,1,65,128.18,49,0.0,0.0,0.0,17,17,128.18,17.0,2,-0.0158,-0.321,25.0,49.99,96.14,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
17298,2011-08-07 12:21:00,2011-08-30 16:43:00,2,387,498.42,30,0.0,0.0,0.0,101,125,249.21,24.0,1,-0.153,0.0365,80.2,37.46,72.04,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
17299,2011-06-19 16:04:00,2011-11-28 12:01:00,4,668,656.61,50,0.0,0.0,0.0,12,173,164.15,53.7,0,0.2556,-0.0874,13.3,156.14,300.27,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
17301,2011-11-18 13:43:00,2011-11-18 13:43:00,1,137,163.24,59,0.0,0.0,0.0,21,21,163.24,21.0,2,-0.0377,-0.2865,25.9,62.9,120.96,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
17302,2011-02-07 10:14:00,2011-11-25 09:36:00,5,575,1135.63,68,1.0,2.0,16.67,15,306,227.13,72.8,0,0.2765,0.0015,13.8,151.8,291.92,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
17303,2010-12-13 13:32:00,2010-12-13 13:32:00,1,144,250.04,53,0.0,0.0,0.0,361,361,250.04,361.0,1,-0.4381,0.0703,61.3,12.72,24.46,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
17309,2011-09-05 15:20:00,2011-09-05 15:20:00,1,41,82.75,11,0.0,0.0,0.0,95,95,82.75,95.0,1,-0.2773,-0.1369,42.4,23.81,45.78,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
17311,2011-01-27 10:56:00,2011-09-22 14:11:00,2,1005,1384.85,55,0.0,0.0,0.0,78,317,692.42,239.0,3,-0.0822,0.049,29.1,146.97,282.63,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
17312,2011-07-03 13:12:00,2011-07-24 11:52:00,3,372,644.3,11,0.0,0.0,0.0,139,159,214.77,10.0,1,-0.138,0.1497,90.9,17.5,33.65,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
17313,2011-11-08 15:45:00,2011-11-08 15:45:00,1,1402,2328.84,24,1.0,20.0,50.0,31,31,2328.84,31.0,2,-0.0074,-0.1284,28.1,870.71,1674.44,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
17314,2011-01-31 11:25:00,2011-11-15 09:41:00,8,1896,2527.92,120,3.0,12.0,27.27,25,313,315.99,41.1,3,0.3062,0.1844,20.9,303.13,582.95,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
17317,2011-09-11 12:45:00,2011-10-24 17:19:00,3,1146,2600.34,8,2.0,72.0,40.0,46,90,866.78,22.0,3,0.0685,0.0769,50.4,670.68,1289.77,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
17320,2010-12-06 15:38:00,2011-08-31 13:31:00,3,634,1200.62,57,0.0,0.0,0.0,100,368,400.21,134.0,3,-0.0696,0.1366,39.5,93.66,180.11,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
17321,2011-10-03 11:34:00,2011-12-01 13:41:00,2,364,657.16,94,0.0,0.0,0.0,8,68,328.58,60.0,2,0.2148,-0.2455,11.5,302.43,581.59,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
17323,2011-02-20 14:38:00,2011-11-24 17:29:00,7,760,906.52,125,2.0,6.0,22.22,15,292,129.5,46.2,0,0.3229,0.0559,15.1,125.06,240.51,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
17324,2010-12-08 12:45:00,2011-11-22 10:34:00,4,843,986.48,43,0.0,0.0,0.0,18,367,246.62,116.3,3,0.2126,-0.0242,14.0,109.69,210.94,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
17325,2011-03-04 13:09:00,2011-03-04 13:09:00,1,60,96.8,6,0.0,0.0,0.0,280,280,96.8,280.0,1,-0.4311,-0.0004,61.3,6.35,12.21,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
17329,2011-01-28 15:29:00,2011-11-25 14:24:00,2,142,523.11,29,0.0,0.0,0.0,14,315,261.56,301.0,2,0.1319,-0.1934,12.0,69.34,133.35,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
17330,2011-10-03 11:26:00,2011-11-17 08:56:00,2,120,363.9,5,0.0,0.0,0.0,23,68,181.95,45.0,2,0.0507,-0.1519,19.1,153.09,294.4,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
17331,2011-08-08 11:55:00,2011-08-08 11:55:00,1,16,175.2,1,0.0,0.0,0.0,124,124,175.2,124.0,1,-0.2923,-0.0734,48.8,34.33,66.01,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
17333,2011-09-15 10:11:00,2011-09-15 10:11:00,1,375,494.25,28,0.0,0.0,0.0,86,86,494.25,86.0,1,-0.2053,-0.0733,40.4,153.18,294.57,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
17334,2011-02-04 09:03:00,2011-02-10 14:59:00,2,315,307.02,11,1.0,1.0,33.33,302,309,153.51,7.0,1,-0.3296,0.1477,98.0,0.94,1.81,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
17337,2011-02-02 17:06:00,2011-07-11 14:55:00,4,1247,1981.06,421,3.0,29.0,42.86,151,310,495.26,53.0,3,-0.0723,0.2569,83.6,49.73,95.63,At-Risk High Spenders,"High-priority win-back promotion, dedicated account check-in, special survey."
17338,2010-12-13 12:57:00,2011-11-22 14:23:00,8,3059,6493.54,389,2.0,5.0,20.0,17,361,811.69,49.1,0,0.391,0.18,15.8,718.66,1382.03,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
17339,2010-12-09 14:44:00,2011-09-06 13:29:00,2,152,243.36,9,0.0,0.0,0.0,94,365,121.68,271.0,1,-0.1656,-0.0025,32.9,21.23,40.82,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
17340,2010-12-08 15:56:00,2011-11-10 10:45:00,11,5967,12353.29,229,5.0,65.0,31.25,30,366,1123.03,33.6,0,0.385,0.3371,26.2,1181.94,2272.96,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
17341,2010-12-08 12:46:00,2011-07-06 12:33:00,3,443,682.29,147,0.0,0.0,0.0,157,367,227.43,105.0,1,-0.154,0.1667,64.8,31.05,59.71,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
17343,2010-12-19 15:07:00,2010-12-19 15:07:00,1,56,193.64,17,0.0,0.0,0.0,355,355,193.64,355.0,1,-0.4438,0.0575,61.3,10.02,19.26,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
17344,2011-10-24 12:56:00,2011-10-24 12:56:00,1,65,157.62,31,0.0,0.0,0.0,46,46,157.62,46.0,2,-0.1511,-0.1962,31.5,56.14,107.97,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
17345,2011-05-27 12:26:00,2011-11-24 15:03:00,4,341,519.69,70,0.0,0.0,0.0,15,197,129.92,60.7,2,0.2173,-0.0722,14.2,107.4,206.53,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
17346,2010-12-01 14:34:00,2011-12-06 12:18:00,15,1617,2622.88,299,1.0,18.0,6.25,4,373,174.86,26.4,0,0.6583,0.1144,10.8,297.63,572.36,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
17347,2011-09-14 13:12:00,2011-09-14 13:12:00,1,216,228.96,1,0.0,0.0,0.0,86,86,228.96,86.0,1,-0.2301,-0.1059,40.4,70.96,136.46,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
17348,2011-02-15 10:49:00,2011-11-25 11:25:00,5,1398,1156.6,180,0.0,0.0,0.0,15,298,231.32,70.8,0,0.2771,0.0023,13.9,158.56,304.93,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
17349,2011-06-13 14:29:00,2011-06-13 14:29:00,1,102,98.25,8,0.0,0.0,0.0,179,179,98.25,179.0,1,-0.3648,-0.0537,61.0,10.16,19.53,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
17350,2011-10-19 16:05:00,2011-12-01 15:47:00,4,770,1281.32,66,1.0,36.0,20.0,8,51,320.33,14.3,0,0.3315,-0.1035,16.4,557.02,1071.18,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
17351,2011-03-11 16:05:00,2011-11-03 18:45:00,3,113,587.15,22,0.0,0.0,0.0,36,273,195.72,118.5,3,0.0558,-0.0153,19.5,82.15,157.99,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
17353,2011-07-08 16:17:00,2011-08-02 17:19:00,2,1200,1740.0,5,0.0,0.0,0.0,129,154,870.0,25.0,1,-0.1485,0.1189,87.9,64.87,124.75,At-Risk High Spenders,"High-priority win-back promotion, dedicated account check-in, special survey."
17354,2011-10-20 10:34:00,2011-10-20 10:34:00,1,1006,1393.06,15,0.0,0.0,0.0,51,51,1393.06,51.0,2,-0.0958,-0.0915,32.6,488.24,938.92,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
17356,2011-02-01 11:07:00,2011-02-01 11:07:00,1,166,178.22,19,0.0,0.0,0.0,312,312,178.22,312.0,1,-0.4275,0.0384,61.3,10.49,20.17,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
17357,2011-11-15 16:29:00,2011-11-15 16:30:00,2,152,384.39,41,0.0,0.0,0.0,24,24,192.2,0.0,2,0.0465,-0.1446,39.2,121.53,233.72,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
17358,2010-12-19 14:16:00,2011-02-09 16:57:00,2,190,360.81,55,0.0,0.0,0.0,303,355,180.4,52.0,1,-0.3249,0.1549,98.0,0.96,1.85,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
17359,2011-11-28 14:37:00,2011-11-28 14:37:00,1,161,127.86,13,0.0,0.0,0.0,11,11,127.86,11.0,2,0.044,-0.3702,20.3,52.99,101.9,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
17360,2011-06-08 17:09:00,2011-11-22 13:11:00,3,328,568.24,113,0.0,0.0,0.0,17,184,189.41,83.5,2,0.1612,-0.1038,14.2,125.73,241.78,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
17361,2011-02-21 09:55:00,2011-10-21 15:43:00,3,157,488.2,26,0.0,0.0,0.0,49,292,162.73,121.5,3,0.0053,0.0133,23.6,60.61,116.56,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
17362,2011-02-03 10:26:00,2011-04-14 14:43:00,2,191,312.23,30,0.0,0.0,0.0,239,310,156.12,71.0,1,-0.2946,0.1202,94.2,2.77,5.33,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
17364,2011-01-12 16:57:00,2011-12-09 09:00:00,11,2692,4462.68,288,1.0,21.0,8.33,1,331,405.7,33.0,0,0.7573,-0.0378,9.0,582.17,1119.55,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
17365,2011-01-11 12:11:00,2011-11-27 12:13:00,8,4749,4767.36,278,0.0,0.0,0.0,13,333,595.92,45.7,0,0.4182,0.1365,14.2,582.85,1120.87,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
17367,2011-04-15 14:21:00,2011-04-15 14:21:00,1,149,167.55,33,0.0,0.0,0.0,238,238,167.55,238.0,1,-0.3896,0.0032,61.3,12.93,24.86,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
17368,2011-01-06 11:57:00,2011-11-16 15:26:00,8,1377,1878.87,93,1.0,711.0,11.11,23,338,234.86,45.0,0,0.3084,0.1621,19.1,213.39,410.36,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
17370,2011-06-23 11:50:00,2011-09-28 10:14:00,4,540,446.18,31,0.0,0.0,0.0,73,170,111.54,32.3,3,-0.014,0.1066,59.0,51.06,98.19,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
17371,2010-12-13 15:20:00,2011-11-22 13:30:00,3,151,418.4,83,0.0,0.0,0.0,17,361,139.47,172.0,2,0.1514,-0.1168,13.2,47.74,91.8,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
17372,2010-12-12 12:00:00,2011-10-30 11:37:00,8,747,1337.18,215,0.0,0.0,0.0,41,363,167.15,46.0,3,0.2147,0.2153,28.6,124.8,240.01,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
17373,2011-01-31 11:46:00,2011-10-30 15:28:00,4,408,646.92,47,0.0,0.0,0.0,40,313,161.73,91.0,3,0.0853,0.0509,22.0,76.5,147.11,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
17374,2011-03-03 12:53:00,2011-05-05 09:05:00,2,85,495.77,24,0.0,0.0,0.0,219,281,247.88,62.0,1,-0.2668,0.1292,95.2,4.02,7.73,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
17375,2010-12-13 15:16:00,2011-05-24 15:45:00,3,367,400.1,63,1.0,6.0,25.0,199,361,133.37,81.0,1,-0.2061,0.1726,85.6,7.57,14.56,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
17376,2011-02-01 14:12:00,2011-09-30 12:36:00,2,86,203.2,23,0.0,0.0,0.0,71,311,101.6,240.0,1,-0.1304,-0.0437,27.2,22.57,43.4,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
17377,2010-12-01 12:35:00,2011-11-16 11:17:00,20,2038,4058.32,190,1.0,1.0,4.76,24,374,202.92,18.4,0,0.4851,0.3882,31.8,351.16,675.31,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
17379,2011-11-28 13:56:00,2011-11-28 13:56:00,1,623,389.72,71,0.0,0.0,0.0,11,11,389.72,11.0,2,0.0799,-0.323,20.3,161.52,310.61,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
17382,2011-10-05 13:05:00,2011-10-05 13:05:00,1,25,65.4,2,0.0,0.0,0.0,65,65,65.4,65.0,1,-0.2294,-0.1921,35.7,21.87,42.05,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
17383,2011-12-05 17:36:00,2011-12-05 17:36:00,1,148,193.39,49,0.0,0.0,0.0,4,4,193.39,4.0,2,0.1868,-0.4586,12.2,88.29,169.8,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
17384,2011-05-04 16:07:00,2011-11-20 15:48:00,2,88,336.4,12,0.0,0.0,0.0,19,219,168.2,200.0,2,0.0752,-0.1773,13.6,62.97,121.1,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
17385,2011-11-25 11:02:00,2011-11-25 11:02:00,1,197,256.11,42,0.0,0.0,0.0,15,15,256.11,15.0,2,0.0238,-0.306,24.6,100.42,193.11,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
17386,2011-06-27 12:11:00,2011-12-02 11:28:00,6,1902,2686.42,23,0.0,0.0,0.0,8,166,447.74,31.6,0,0.4181,0.0027,12.8,669.61,1287.71,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
17387,2011-11-06 11:25:00,2011-11-20 11:00:00,2,522,746.81,71,0.0,0.0,0.0,20,34,373.4,14.0,2,0.0937,-0.1375,33.2,259.41,498.86,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
17388,2011-02-25 12:28:00,2011-09-23 10:31:00,4,1068,1259.56,13,0.0,0.0,0.0,78,288,314.89,70.0,3,0.0098,0.1585,40.5,123.48,237.45,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
17391,2011-06-28 12:21:00,2011-06-29 09:58:00,2,480,508.8,2,0.0,0.0,0.0,164,165,254.4,1.0,1,-0.2235,0.0955,96.4,5.27,10.13,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
17392,2010-12-16 19:04:00,2011-02-06 12:48:00,2,277,417.27,53,0.0,0.0,0.0,307,358,208.64,51.0,1,-0.3221,0.1626,98.0,1.11,2.13,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
17394,2011-05-04 13:22:00,2011-05-04 13:22:00,1,241,203.87,4,0.0,0.0,0.0,219,219,203.87,219.0,1,-0.371,0.0014,61.3,17.09,32.87,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
17396,2010-12-03 09:45:00,2011-10-31 14:12:00,8,2005,7330.8,24,0.0,0.0,0.0,39,372,916.35,47.6,3,0.2769,0.2818,27.1,681.67,1310.9,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
17397,2011-11-17 13:58:00,2011-11-17 14:08:00,2,250,681.41,88,0.0,0.0,0.0,22,22,340.7,0.0,2,0.0773,-0.1304,36.2,226.06,434.73,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
17398,2011-03-29 13:04:00,2011-08-17 09:48:00,3,310,653.38,30,0.0,0.0,0.0,115,255,217.79,70.0,3,-0.1097,0.1275,58.1,50.94,97.96,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
17400,2010-12-21 17:16:00,2011-08-05 15:38:00,5,1088,2097.84,175,0.0,0.0,0.0,126,353,419.57,56.8,3,-0.0099,0.2782,70.2,84.03,161.6,At-Risk High Spenders,"High-priority win-back promotion, dedicated account check-in, special survey."
17402,2010-12-05 13:53:00,2011-12-05 10:15:00,13,701,2633.85,33,0.0,0.0,0.0,5,369,202.6,30.3,0,0.6066,0.107,11.2,300.75,578.37,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
17403,2011-11-03 15:18:00,2011-11-03 15:18:00,1,111,263.92,32,0.0,0.0,0.0,36,36,263.92,36.0,2,-0.0991,-0.2033,29.3,97.03,186.59,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
17405,2011-07-12 14:17:00,2011-12-08 17:12:00,3,726,1031.41,77,2.0,21.0,40.0,1,150,343.8,74.5,0,0.5053,-0.3443,8.9,297.23,571.59,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
17406,2010-12-08 10:35:00,2011-01-10 15:07:00,3,780,2184.42,99,2.0,3.0,40.0,333,367,728.14,17.0,1,-0.2271,0.3067,98.0,5.65,10.86,At-Risk High Spenders,"High-priority win-back promotion, dedicated account check-in, special survey."
17408,2011-06-29 12:53:00,2011-06-29 12:53:00,1,3,32.65,2,0.0,0.0,0.0,163,163,32.65,163.0,1,-0.386,-0.1109,57.5,4.04,7.77,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
17409,2011-04-05 16:42:00,2011-06-08 10:36:00,2,105,771.85,13,0.0,0.0,0.0,185,248,385.92,63.0,1,-0.2277,0.1277,90.9,13.44,25.84,Hibernating / Inactive,"Automated reactivation campaign, steep 20% discount offer, clearance alerts."
17410,2011-05-08 15:21:00,2011-11-23 15:46:00,5,616,1214.72,57,0.0,0.0,0.0,16,215,242.94,49.8,0,0.2698,0.0117,15.3,227.07,436.66,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
17411,2011-03-23 13:44:00,2011-11-27 14:25:00,3,306,778.94,39,1.0,8.0,25.0,12,261,259.65,124.5,2,0.2195,-0.1298,12.1,124.48,239.38,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
17412,2010-12-02 16:29:00,2011-12-07 11:36:00,7,738,1258.06,48,0.0,0.0,0.0,3,372,179.72,61.5,0,0.5384,-0.0979,9.6,145.06,278.97,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
17414,2011-06-08 11:43:00,2011-10-27 12:13:00,2,2100,778.0,5,0.0,0.0,0.0,44,185,389.0,141.0,2,-0.0177,-0.0436,21.4,156.84,301.62,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
17415,2011-09-21 12:50:00,2011-09-21 12:50:00,1,114,507.84,14,0.0,0.0,0.0,79,79,507.84,79.0,1,-0.192,-0.0823,38.8,161.62,310.8,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
17416,2011-03-03 13:45:00,2011-11-10 12:47:00,7,4302,6893.42,186,2.0,36.0,22.22,30,281,984.77,41.8,3,0.2906,0.2221,23.5,890.48,1712.46,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
17418,2011-01-20 11:39:00,2011-10-28 13:00:00,2,289,463.46,29,0.0,0.0,0.0,42,324,231.73,282.0,2,-0.0277,-0.0711,19.2,54.84,105.47,Promising New,"Welcome discount on 2nd purchase, onboarding email journey, product tips."
17419,2010-12-07 15:03:00,2011-11-28 13:47:00,12,1876,4226.57,155,2.0,4.0,14.29,11,367,352.21,32.4,0,0.5056,0.1945,14.4,467.76,899.55,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
17420,2010-12-01 09:56:00,2011-10-20 14:52:00,3,265,598.83,28,0.0,0.0,0.0,50,374,199.61,162.0,3,0.009,0.0244,22.7,58.73,112.94,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
17422,2011-02-16 14:44:00,2011-11-23 13:27:00,6,2253,1979.37,93,4.0,58.0,40.0,16,296,329.9,56.0,0,0.3143,0.0667,14.9,270.03,519.28,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
17423,2011-05-06 09:14:00,2011-10-24 13:36:00,2,459,698.41,26,2.0,38.0,50.0,46,218,349.2,172.0,2,-0.0276,-0.0429,21.4,119.48,229.78,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
17425,2011-10-10 11:37:00,2011-11-20 15:30:00,2,407,759.17,42,0.0,0.0,0.0,19,61,379.58,42.0,2,0.1014,-0.1427,17.5,325.68,626.31,Loyal Customers,"Cross-sell premium categories, early bird access, referral incentives."
17426,2011-03-02 16:34:00,2011-12-01 18:07:00,6,3094,5037.26,179,1.0,12.0,14.29,8,282,839.54,54.8,0,0.4385,0.0295,11.7,748.41,1439.25,Champions (VIP),"Exclusive VIP preview, concierge service, high-tier loyalty gifts."
17427,2011-09-29 11:29:00,2011-09-29 11:29:00,1,34,100.8,2,0.0,0.0,0.0,72,72,100.8,72.0,1,-0.2305,-0.1618,37.3,32.86,63.2,Low Value Occasional,Target with low-barrier impulse buys and seasonal holiday campaigns.
17429,2011-05-05 09:53:00,2011-08-03 13:22:00,3,624,524.92,36,1.0,8.0,25.0,128,219,174.97,45.5,1,-0.1325,0.1311,78.2,24.79,47.68,Potential Loyalists,"Offer bundle discounts, volume incentives, brand engagement newsletters."
